57.662144; 
70.79734; 
71.61403; 
72.82206; 
74.35337; 
73.00922; 
70.57615; 
71.97134; 
72.54983; 
74.795746; 
73.587715; 
72.41371; 
71.4609; 
69.67438; 
71.73313; 
73.16235; 
73.51965; 
74.09815; 
73.264435; 
70.1678; 
70.57615; 
74.18322; 
72.54983; 
71.68209; 
71.86925; 
72.124466; 
68.670525; 
72.61789; 
71.81821; 
73.19638; 
72.958176; 
73.41757; 
71.767166; 
76.49719; 
72.175514; 
70.55913; 
71.98835; 
65.04644; 
72.073425; 
73.791885; 
75.731544; 
74.115166; 
70.337944; 
73.34951; 
73.34951; 
72.958176; 
72.00537; 
72.68594; 
71.90328; 
72.907135; 
71.3418; 
73.40056; 
70.031685; 
73.19638; 
73.43458; 
71.30777; 
72.94116; 
72.71998; 
73.00922; 
69.99766; 
71.90328; 
70.54212; 
73.791885; 
70.67824; 
72.9752; 
73.60473; 
68.94276; 
71.239716; 
74.55754; 
72.92415; 
72.78803; 
69.929596; 
71.3418; 
70.2869; 
71.56299; 
71.392845; 
73.6898; 
72.71998; 
73.38354; 
72.532814; 
70.712265; 
73.34951; 
72.31162; 
73.060265; 
71.61403; 
76.41212; 
72.9752; 
72.379684; 
73.16235; 
74.76171; 
72.958176; 
71.95432; 
71.25672; 
70.916435; 
69.99766; 
74.9829; 
70.184814; 
73.230415; 
70.031685; 
71.3418; 
73.07728; 
72.175514; 
72.71998; 
72.46476; 
72.24357; 
72.022385; 
72.68594; 
75.22111; 
70.55913; 
68.77261; 
70.0487; 
77.36493; 
73.111305; 
73.87696; 
71.93731; 
72.175514; 
73.67279; 
72.600876; 
72.00537; 
76.54824; 
75.578415; 
71.58001; 
71.71612; 
68.22814; 
72.77102; 
65.67597; 
71.494934; 
71.00151; 
74.948875; 
72.92415; 
73.111305; 
73.213394; 
71.920296; 
73.50265; 
71.12061; 
71.03554; 
73.00922; 
72.49879; 
71.88626; 
74.54053; 
72.226555; 
70.45705; 
71.699104; 
73.48563; 
72.65192; 
71.40986; 
71.40986; 
73.92801; 
73.46861; 
71.98835; 
72.00537; 
70.81435; 
70.95047; 
73.46861; 
73.945015; 
74.71067; 
71.27374; 
70.9845; 
73.65578; 
71.2227; 
73.82592; 
72.89012; 
73.38354; 
71.73313; 
75.69751; 
75.37424; 
69.861534; 
71.68209; 
75.27215; 
70.52511; 
74.5065; 
74.01308; 
73.16235; 
70.082726; 
72.5158; 
72.82206; 
76.42914; 
72.2776; 
73.75786; 
72.31162; 
72.83907; 
70.74629; 
75.884674; 
73.85995; 
73.53667; 
69.94661; 
70.69525; 
72.856094; 
73.111305; 
71.73313; 
72.907135; 
71.05256; 
71.56299; 
74.45546; 
