50;161.808580399;162.4373492;163.682717085;162.713196158;163.50828445;163.305455804;163.561019897;162.709139585;162.202067971;162.198011398;162.72942245;162.266973138;164.055921793;162.623951554;164.919971824;161.707166076;162.28319943;163.970733762;162.725365877;162.404896617;164.104600668;163.970733762;162.266973138;163.986960053;164.327712178;162.404896617;162.080370784;163.066118002;163.171588898;162.794327617;161.776127815;163.934224606;162.287256002;162.676687002;162.372444034;162.575272679;162.266973138;162.112823367;162.709139585;162.676687002;162.660460711;162.709139585;164.834783792;162.287256002;164.919971824;162.607725263;162.287256002;162.778101325;164.360164762;162.21423769;163.289229512;165.34591198;161.690939784;162.4373492;163.082344294;162.725365877;161.82480669;163.374417543;162.843006492;162.997156262;163.204041481;162.404896617;162.230463982;162.28319943;164.104600668;163.017439127;162.352161169;162.4373492;161.909994721;164.717143178;163.114796877;165.143083334;161.926221013;164.003186345;162.814610481;164.141109824;163.04989171;163.236494064;162.388670325;163.73139596;162.847063065;162.660460711;163.220267773;162.911968231;162.490084648;163.285172939;162.352161169;162.745648742;162.879515648;162.948477387;161.958673596;162.246690273;164.769878626;164.648181438;162.250746846;163.524510741;164.494031668;164.019412637;162.469801784;162.21423769;
55;162.522537231;163.966677189;162.709139585;163.646207929;162.368387461;162.794327617;164.137053251;162.064144492;162.559046388;163.678660512;162.916024804;162.28319943;162.863289356;162.794327617;163.325738668;163.204041481;161.89376843;163.390643835;162.794327617;162.28319943;161.995182753;163.240550637;162.404896617;162.830836773;163.66243422;164.988933563;162.080370784;161.958673596;162.879515648;163.780074835;161.962730169;162.911968231;162.027635336;162.404896617;163.784131408;162.847063065;162.149332523;164.137053251;162.064144492;162.149332523;162.490084648;162.709139585;162.486028075;162.060087919;162.607725263;162.469801784;162.830836773;161.930277586;164.717143178;162.964703679;163.001212835;162.421122909;164.238467574;162.916024804;163.37036097;162.8267802;163.390643835;162.043861628;163.528567314;162.948477387;145.371346951;164.477805376;163.938281178;163.04989171;164.749595761;163.816583991;162.660460711;162.400840044;164.124883533;162.778101325;163.358191252;166.437130094;163.796301126;164.631955147;163.832810283;162.575272679;162.980929971;162.096597075;162.368387461;162.843006492;162.538763523;163.321682096;163.04989171;164.34393847;162.404896617;162.421122909;163.73139596;161.978956461;164.035638928;162.794327617;161.995182753;163.273003221;163.763848543;162.266973138;162.060087919;161.89376843;162.21423769;161.877542138;162.352161169;163.609698772;
60;161.974899888;161.82480669;162.469801784;163.492058158;161.877542138;164.408843637;162.218294263;163.544793606;161.82480669;163.917998314;164.481861949;163.155362606;162.319708586;161.707166076;163.033665419;164.429126501;162.234520555;162.149332523;164.360164762;162.181785107;163.390643835;161.60169518;163.455549002;162.575272679;162.096597075;162.234520555;162.591498971;163.236494064;162.980929971;163.033665419;162.522537231;163.50828445;162.591498971;162.015465617;163.04989171;161.638204336;162.899798512;162.384613752;161.569242597;162.096597075;163.597529054;162.21423769;161.621978045;161.723392367;163.427152991;165.95845449;162.064144492;162.644234419;162.14527595;161.873485565;162.0479182;162.473858356;163.321682096;163.033665419;164.583276272;164.749595761;164.461579084;161.621978045;163.885545731;161.617921472;161.889711857;163.780074835;163.901772022;164.327712178;163.423096418;162.129049659;162.676687002;163.070174575;164.323655605;161.60169518;164.02346921;162.250746846;162.656404138;162.660460711;163.390643835;164.429126501;163.086400867;162.778101325;163.66243422;163.678660512;163.934224606;162.676687002;162.11687994;163.577246189;162.490084648;163.763848543;164.429126501;162.027635336;164.44129622;162.299425721;163.013382554;164.088374376;162.234520555;162.522537231;161.792354107;163.236494064;162.303482294;163.66243422;163.66243422;162.490084648;
65;161.759901524;161.739618659;163.04989171;162.538763523;163.885545731;162.043861628;164.12082696;162.453575492;164.02346921;162.011409044;162.404896617;165.382421136;163.252720356;164.562993407;162.997156262;161.995182753;161.995182753;163.37036097;162.331878304;163.273003221;162.89574194;162.453575492;163.43932271;163.305455804;164.753652334;162.031691909;162.964703679;164.684690595;162.4373492;163.374417543;163.849036574;162.559046388;162.984986544;162.932251096;162.980929971;163.001212835;162.319708586;163.869319439;162.0479182;163.033665419;162.879515648;162.980929971;166.007133365;163.066118002;164.27497673;162.575272679;164.855066657;162.948477387;162.064144492;163.471775293;162.810553908;162.368387461;164.173562407;163.747622252;161.978956461;163.475831866;163.289229512;162.948477387;162.591498971;162.486028075;163.711113095;162.997156262;162.50631094;163.694886804;163.273003221;162.948477387;163.305455804;163.321682096;163.678660512;163.678660512;163.66243422;162.315652013;163.678660512;163.11885345;162.202067971;163.561019897;163.881489158;162.315652013;162.863289356;162.299425721;162.335934877;161.845089555;162.21423769;162.11687994;161.978956461;164.189788699;162.587442398;164.019412637;162.607725263;163.102627158;164.02346921;162.031691909;161.82480669;163.901772022;163.934224606;162.542820096;161.841032982;163.475831866;162.559046388;164.27497673;
70;164.461579084;163.220267773;162.554989815;161.82480669;161.638204336;162.4373492;163.455549002;163.033665419;162.149332523;163.796301126;165.56902349;164.327712178;162.522537231;162.417066336;161.841032982;161.553016305;161.670656919;162.14527595;163.321682096;163.04989171;162.490084648;162.165558815;162.319708586;162.096597075;161.654430628;162.591498971;163.524510741;162.218294263;162.0479182;163.423096418;163.597529054;163.102627158;164.34393847;163.017439127;162.129049659;164.291203022;162.234520555;163.897715449;163.95450747;163.492058158;162.165558815;163.102627158;163.151306033;163.950450897;164.498088241;162.319708586;162.303482294;162.14527595;164.648181438;161.792354107;163.236494064;162.778101325;162.198011398;162.287256002;162.027635336;161.792354107;162.331878304;164.786104918;161.962730169;161.89376843;162.672630429;162.421122909;161.889711857;162.676687002;164.481861949;163.337908387;163.11885345;163.204041481;163.832810283;163.37036097;163.033665419;161.776127815;164.360164762;164.153279543;163.423096418;162.453575492;164.088374376;162.469801784;162.964703679;161.889711857;163.390643835;163.869319439;163.865262866;162.709139585;164.631955147;162.559046388;163.098570585;162.368387461;161.841032982;162.911968231;162.181785107;162.538763523;164.668464303;162.473858356;163.236494064;163.033665419;162.538763523;161.909994721;164.648181438;161.946503878;
75;163.492058158;162.948477387;163.780074835;162.660460711;163.747622252;163.73139596;162.080370784;164.34393847;162.522537231;162.554989815;164.360164762;162.623951554;162.522537231;162.4373492;161.962730169;162.404896617;162.928194523;162.50631094;163.236494064;164.27497673;162.879515648;164.137053251;161.889711857;162.384613752;162.964703679;163.577246189;162.50631094;163.849036574;162.287256002;161.808580399;162.388670325;162.352161169;164.189788699;161.962730169;164.510257959;164.445352793;162.794327617;162.863289356;161.857259274;162.230463982;163.95450747;161.889711857;164.124883533;161.82480669;162.230463982;162.250746846;163.151306033;163.885545731;163.199984908;162.587442398;161.841032982;161.926221013;162.133106232;163.151306033;162.250746846;162.774044752;161.772071242;163.970733762;161.772071242;162.315652013;162.623951554;161.739618659;163.167532325;163.273003221;163.001212835;163.625925064;163.561019897;162.713196158;163.459605575;162.319708586;164.786104918;162.165558815;162.149332523;163.475831866;163.869319439;162.080370784;163.524510741;162.112823367;163.869319439;163.694886804;161.654430628;161.82480669;163.455549002;163.561019897;162.234520555;163.492058158;161.723392367;161.634147763;164.461579084;162.810553908;162.676687002;163.167532325;161.707166076;162.181785107;162.096597075;163.50828445;162.250746846;163.528567314;162.741592169;163.528567314;
80;164.019412637;161.792354107;162.794327617;162.916024804;164.226297855;163.204041481;163.982903481;162.725365877;162.250746846;161.909994721;161.808580399;162.181785107;161.82480669;163.609698772;162.031691909;162.794327617;163.715169668;162.319708586;162.778101325;162.421122909;163.204041481;161.978956461;163.305455804;163.098570585;164.088374376;162.266973138;163.66243422;161.89376843;162.015465617;163.609698772;163.423096418;162.266973138;162.810553908;163.204041481;162.928194523;163.423096418;163.325738668;164.068091512;164.210071564;163.151306033;163.4109267;164.173562407;164.05186522;163.694886804;163.629981637;163.358191252;163.492058158;163.321682096;162.404896617;162.421122909;162.011409044;163.358191252;163.678660512;162.21423769;162.303482294;162.794327617;163.682717085;163.747622252;162.218294263;162.250746846;162.778101325;162.149332523;164.477805376;164.12082696;163.678660512;162.198011398;163.780074835;163.784131408;164.323655605;165.021386147;163.678660512;161.808580399;162.794327617;162.230463982;163.475831866;163.897715449;164.579219699;163.04989171;163.167532325;162.948477387;163.934224606;163.220267773;162.830836773;162.810553908;163.66243422;163.561019897;163.950450897;162.28319943;163.273003221;163.033665419;164.445352793;162.830836773;162.879515648;162.21423769;163.646207929;162.575272679;164.055921793;163.236494064;162.879515648;162.250746846;
85;162.18584168;162.149332523;163.033665419;164.27497673;162.250746846;163.151306033;161.889711857;161.654430628;163.678660512;164.919971824;163.070174575;162.761875033;163.492058158;163.613755345;163.37036097;162.129049659;162.640177846;162.676687002;162.266973138;163.017439127;163.832810283;163.982903481;164.039695501;161.792354107;162.129049659;164.019412637;163.082344294;162.607725263;163.082344294;163.901772022;162.640177846;163.950450897;161.755844951;161.828863263;162.234520555;163.95450747;161.634147763;163.999129772;163.950450897;162.676687002;164.429126501;163.544793606;161.755844951;162.352161169;164.019412637;162.72942245;161.792354107;162.230463982;163.986960053;162.319708586;163.151306033;163.885545731;163.865262866;162.473858356;164.055921793;162.287256002;162.28319943;162.14527595;162.830836773;164.27497673;161.909994721;164.072148085;164.855066657;162.932251096;162.810553908;163.252720356;162.538763523;162.096597075;161.841032982;161.776127815;163.082344294;163.95450747;163.321682096;163.443379283;162.246690273;163.086400867;161.909994721;163.609698772;162.234520555;162.948477387;162.421122909;162.372444034;162.794327617;162.709139585;164.599502563;162.28319943;164.055921793;162.761875033;164.27497673;163.252720356;163.999129772;163.609698772;162.266973138;162.027635336;161.788297534;165.244497657;164.66440773;163.086400867;163.34196496;162.607725263;
90;162.8267802;162.964703679;163.268946648;162.28319943;164.988933563;164.562993407;163.459605575;163.301399231;163.682717085;164.514314532;164.668464303;162.421122909;163.682717085;164.684690595;163.678660512;161.962730169;164.222241282;162.486028075;161.909994721;162.89574194;162.400840044;162.879515648;161.739618659;162.100653648;164.157336116;161.995182753;162.421122909;162.4373492;161.930277586;164.12082696;163.204041481;164.035638928;162.89574194;164.481861949;162.303482294;162.234520555;164.648181438;161.889711857;162.830836773;162.810553908;163.151306033;162.518480659;162.814610481;162.75781846;164.445352793;162.741592169;162.810553908;162.453575492;161.804523826;163.273003221;161.909994721;163.240550637;162.879515648;162.725365877;164.27497673;162.709139585;163.66243422;162.299425721;164.952424407;163.849036574;163.694886804;162.112823367;163.167532325;163.204041481;162.794327617;164.408843637;161.755844951;163.187815189;161.707166076;161.654430628;162.198011398;161.674713492;163.017439127;163.167532325;161.788297534;163.151306033;163.2162112;164.380447626;163.901772022;164.786104918;163.950450897;163.934224606;164.952424407;164.88751924;162.810553908;161.861315846;161.755844951;161.792354107;164.461579084;162.234520555;163.492058158;162.064144492;162.129049659;164.461579084;163.50828445;162.14527595;164.104600668;162.623951554;163.982903481;162.080370784;
95;162.725365877;164.258750439;162.899798512;161.792354107;162.303482294;162.287256002;163.066118002;162.709139585;163.171588898;163.577246189;164.445352793;163.220267773;162.21423769;162.335934877;162.250746846;163.646207929;162.741592169;163.646207929;163.698943377;162.319708586;162.319708586;161.909994721;162.453575492;164.498088241;163.66243422;162.011409044;162.575272679;163.305455804;163.853093147;163.167532325;163.289229512;162.745648742;162.916024804;162.847063065;161.995182753;162.384613752;164.684690595;163.475831866;162.080370784;162.542820096;162.027635336;162.932251096;164.579219699;163.763848543;163.252720356;161.978956461;163.220267773;161.260943055;161.078397274;164.599502563;162.080370784;162.50631094;162.843006492;162.522537231;164.05186522;164.222241282;162.847063065;163.354134679;164.717143178;162.011409044;163.544793606;164.12082696;161.995182753;162.352161169;164.189788699;163.102627158;162.50631094;164.242524147;164.291203022;163.252720356;163.321682096;162.863289356;162.335934877;163.459605575;162.847063065;163.66243422;164.700916886;162.453575492;162.421122909;165.057895303;162.89574194;162.352161169;162.964703679;162.8267802;162.011409044;162.469801784;161.978956461;162.453575492;162.250746846;164.088374376;164.072148085;162.469801784;163.04989171;162.28319943;162.400840044;163.358191252;164.769878626;162.490084648;165.228271365;164.34393847;
