170.31516; 
184.86255; 
185.16881; 
182.2253; 
185.90044; 
182.9229; 
188.19739; 
180.84712; 
182.99095; 
182.83783; 
188.31648; 
196.26227; 
182.27634; 
183.50139; 
185.25388; 
182.36142; 
188.60574; 
183.6375; 
184.98164; 
186.47893; 
183.3993; 
182.99095; 
184.38614; 
186.39384; 
184.30106; 
185.83238; 
186.24072; 
182.99095; 
185.95148; 
186.51295; 
185.1518; 
186.81921; 
187.63591; 
185.54312; 
187.58487; 
185.66223; 
183.7396; 
188.52066; 
184.8285; 
182.78677; 
186.51295; 
183.99481; 
181.71486; 
182.4635; 
184.59032; 
184.28406; 
182.88885; 
181.42561; 
185.54312; 
181.61278; 
188.60574; 
185.76431; 
185.59418; 
185.08374; 
184.216; 
185.56013; 
186.52997; 
183.70557; 
189.18422; 
182.49754; 
184.4372; 
186.59802; 
182.5826; 
185.73029; 
164.64932; 
182.95692; 
187.8571; 
183.22916; 
185.11777; 
186.51295; 
182.44649; 
187.32965; 
187.10846; 
186.64908; 
184.74345; 
182.36142; 
182.05515; 
183.33124; 
187.755; 
185.44104; 
184.3351; 
185.9855; 
183.07602; 
223.23026; 
183.21214; 
184.96463; 
182.85484; 
184.4542; 
189.57556; 
183.6375; 
185.03268; 
182.63365; 
182.99095; 
185.90044; 
184.25003; 
182.7017; 
184.1139; 
185.21985; 
184.87956; 
186.03654; 
182.85484; 
186.25774; 
184.06287; 
186.00252; 
188.0953; 
187.53383; 
185.1518; 
184.19899; 
186.9213; 
185.52611; 
185.7473; 
183.79063; 
187.07443; 
188.4526; 
187.1595; 
183.1611; 
187.738; 
184.04585; 
185.2709; 
186.20668; 
186.25774; 
185.18582; 
187.17653; 
186.18968; 
184.59032; 
188.41858; 
184.01183; 
183.68855; 
187.94217; 
184.36913; 
184.13092; 
184.65837; 
185.03268; 
184.84554; 
188.02725; 
184.59032; 
181.27249; 
183.29721; 
185.42403; 
186.49594; 
183.19513; 
182.4635; 
185.93446; 
182.14023; 
186.51295; 
181.90202; 
182.97394; 
184.9306; 
183.56944; 
182.17426; 
184.36913; 
185.8834; 
185.40701; 
185.69626; 
183.24617; 
184.87956; 
185.66223; 
183.22916; 
183.62048; 
183.77362; 
185.06673; 
187.36368; 
182.54857; 
184.6924; 
183.48438; 
186.08759; 
184.01183; 
186.47893; 
184.4372; 
188.48663; 
186.18968; 
184.18196; 
184.74345; 
199.5801; 
183.26318; 
184.67538; 
184.18196; 
186.20668; 
183.33124; 
185.01567; 
182.19127; 
185.64522; 
183.65451; 
182.85484; 
184.52226; 
186.15565; 
184.60733; 
182.20828; 
185.11777; 
183.99481; 
186.88727; 
184.67538; 
185.96849; 
182.05515; 
184.72643; 
183.7566; 
184.216; 
183.7566; 
210.79265; 
183.1611; 
184.13092; 
182.59961; 
184.14793; 
181.54472; 
182.82082; 
183.1611; 
186.88727; 
183.7396; 
187.2786; 
185.61119; 
183.17812; 
187.1595; 
183.89273; 
185.73029; 
186.47893; 
182.59961; 
182.7017; 
183.62048; 
184.53928; 
188.36754; 
188.86095; 
183.85869; 
185.67924; 
188.26546; 
184.38614; 
182.27634; 
187.755; 
185.49208; 
184.70941; 
190.03494; 
184.8115; 
183.90974; 
185.30493; 
220.50792; 
183.09303; 
187.721; 
179.23074; 
184.1139; 
183.60347; 
185.11777; 
186.12163; 
185.57715; 
185.96849; 
183.56944; 
184.5733; 
185.78133; 
182.80379; 
187.22757; 
182.24231; 
183.97778; 
187.38069; 
188.62276; 
184.76047; 
184.76047; 
186.75116; 
183.68855; 
187.56786; 
184.18196; 
187.56786; 
185.95148; 
183.97778; 
187.36368; 
182.73573; 
208.30852; 
186.3258; 
182.87186; 
182.93991; 
186.27475; 
184.55629; 
183.3993; 
185.42403; 
186.35982; 
186.76817; 
187.3977; 
186.1046; 
184.94763; 
182.63365; 
184.19899; 
183.07602; 
183.84167; 
184.50523; 
184.86255; 
183.14409; 
184.8115; 
184.70941; 
186.64908; 
185.13478; 
183.43332; 
187.05742; 
184.94763; 
186.01953; 
183.22916; 
186.13864; 
187.34666; 
181.66382; 
184.74345; 
182.12321; 
184.04585; 
184.36913; 
184.06287; 
185.47508; 
184.87956; 
185.01567; 
184.5733; 
186.97235; 
190.29018; 
187.77202; 
183.07602; 
185.95148; 
184.98164; 
186.37683; 
177.92062; 
181.23846; 
183.8757; 
183.79063; 
187.02339; 
184.77748; 
185.91745; 
185.44104; 
183.99481; 
188.16336; 
188.40157; 
184.23302; 
236.92693; 
208.61479; 
183.14409; 
184.55629; 
183.67154; 
183.89273; 
184.16495; 
186.30878; 
183.70557; 
186.47893; 
185.37299; 
182.05515; 
182.83783; 
182.76976; 
185.11777; 
182.75275; 
182.7017; 
186.25774; 
185.47508; 
184.53928; 
183.14409; 
182.80379; 
186.07057; 
183.67154; 
184.94763; 
185.16881; 
183.24617; 
184.04585; 
182.1062; 
186.88727; 
192.96146; 
184.5733; 
195.41154; 
185.25388; 
182.42947; 
185.13478; 
188.912; 
187.58487; 
186.27475; 
184.07988; 
185.56013; 
183.55243; 
184.86255; 
183.09303; 
182.12321; 
188.52066; 
184.18196; 
186.83623; 
182.56558; 
184.42018; 
185.45805; 
188.04427; 
184.59032; 
186.22371; 
182.71872; 
185.54312; 
181.08533; 
185.6282; 
185.13478; 
183.09303; 
186.90428; 
184.60733; 
185.54312; 
186.1046; 
185.16881; 
183.89273; 
184.4542; 
184.31808; 
182.53156; 
182.25932; 
184.89658; 
184.65837; 
186.97235; 
183.77362; 
184.65837; 
183.2802; 
186.18968; 
182.3274; 
186.51295; 
183.7566; 
182.44649; 
184.1139; 
183.3823; 
184.18196; 
186.01953; 
186.03654; 
185.95148; 
184.55629; 
186.34282; 
181.88501; 
215.26746; 
188.02725; 
181.00024; 
182.61664; 
184.42018; 
183.99481; 
186.42787; 
183.82466; 
186.66609; 
183.31422; 
187.68695; 
186.00252; 
186.51295; 
183.17812; 
187.68695; 
183.3993; 
185.73029; 
184.3351; 
188.4356; 
183.45033; 
184.76047; 
646.1937; 
121.60264; 
185.90044; 
184.98164; 
185.47508; 
185.83238; 
184.52226; 
183.96077; 
184.59032; 
186.12163; 
184.1139; 
182.3444; 
184.8115; 
184.74345; 
184.89658; 
187.55084; 
186.83623; 
184.99866; 
186.01953; 
185.52611; 
182.56558; 
183.7396; 
185.56013; 
184.01183; 
194.44171; 
183.92674; 
181.71486; 
184.48822; 
183.21214; 
185.7473; 
184.01183; 
183.29721; 
184.216; 
186.98936; 
184.30106; 
187.10846; 
185.06673; 
183.45033; 
186.42787; 
185.79836; 
183.22916; 
185.03268; 
184.19899; 
184.94763; 
183.8757; 
186.52997; 
186.15565; 
185.1518; 
182.17426; 
185.84938; 
184.50523; 
186.07057; 
183.89273; 
186.15565; 
186.15565; 
182.20828; 
183.68855; 
183.07602; 
184.53928; 
185.66223; 
182.17426; 
186.54698; 
183.92674; 
187.2786; 
185.76431; 
184.67538; 
183.82466; 
184.55629; 
182.41246; 
182.71872; 
183.11005; 
183.3993; 
188.53767; 
183.80765; 
186.42787; 
183.11005; 
185.20284; 
186.61504; 
185.39; 
184.4372; 
184.53928; 
182.97394; 
187.9762; 
181.64682; 
184.76047; 
182.88885; 
186.78519; 
181.90202; 
185.66223; 
187.56786; 
182.9229; 
186.64908; 
182.82082; 
183.11005; 
187.6189; 
185.35596; 
185.42403; 
184.98164; 
183.53542; 
187.755; 
182.80379; 
184.40315; 
183.5184; 
181.47667; 
184.26704; 
185.32193; 
188.36754; 
184.8115; 
181.93605; 
185.11777; 
184.4542; 
182.59961; 
184.23302; 
189.1672; 
185.76431; 
183.58646; 
185.08374; 
184.07988; 
183.11005; 
185.83238; 
183.7396; 
186.41086; 
184.31808; 
184.52226; 
186.8022; 
183.72258; 
184.3351; 
186.75116; 
185.33894; 
184.4542; 
188.82692; 
184.02884; 
183.80765; 
183.50139; 
182.76976; 
184.89658; 
181.25548; 
187.05742; 
184.0969; 
184.3351; 
186.90428; 
185.2709; 
183.02498; 
184.02884; 
185.45805; 
183.4163; 
186.20668; 
187.6189; 
186.81921; 
184.74345; 
186.01953; 
188.36754; 
183.26318; 
184.50523; 
183.09303; 
182.6847; 
185.13478; 
198.44011; 
190.01794; 
184.91359; 
184.8115; 
184.07988; 
183.11005; 
185.28792; 
186.93831; 
183.46736; 
182.49754; 
182.59961; 
182.99095; 
187.6189; 
182.90587; 
187.87411; 
189.35437; 
184.53928; 
186.12163; 
184.94763; 
184.38614; 
185.64522; 
184.7945; 
187.82307; 
186.4449; 
183.8757; 
185.9855; 
186.29176; 
183.65451; 
185.16881; 
